ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A,EXPLAIN_A,RESULT_B,EXPLAIN_B
37.0,Included,included,20 - Plan and Document Technology Specifications,"Publisher Summary This chapter focuses on the process of planning and documenting technology specifications during the Stage 3 of the investment/trading system. The Software Requirements Specification (SRS) is the foundation on which the architecture, design, and implementation of a trading/investment system are built. While prototypes have been created for most features, the team will encounter and address them one by one in an iterative fashion. An \{SRS\} for a trading/investment system consists of the combined, ordered, and linked descriptions and documents, and prototypes created in earlier stages, including data dictionary, data maps and data flow maps, \{GUI\} requirements, error handling maps, and report generation maps. An iteration plan lays out the designâ€“buildâ€“test scenario for each piece of the system, tackling the features with the highest business priority and risk first. The team leader uses timeboxed iteration cycles to track progress of completed tasks and features as development progresses and at each iteration planning meeting, the development team breaks down features into tasks and assigns tasks to team members. When team members complete tasks, they erase them or cross them out. During iteration meetings, the team should also make estimates for computer capacity, server and database use, and network capacity, which should all be documented as they impact departments and personnel external to the development team. The team should also be cognizant of risks to external dependencies, such as delays caused by other departments or vendors. The quickest way to shorten a software development schedule is to buy components or reuse existing software. If the team intends to base a trading/investment system on a commercial off-the-shelf (COTS) application, they should incorporate aspects of that software into the design of glue code or middleware that is developed in-house.",EXCLUDED,"The article is a chapter summary from a publisher, not a study that addresses software requirements in the context of agile methodologies. It lacks empirical research, does not present data or analysis, and does not answer specific research questions. It fails to meet Inclusion Criteria IC1 (addresses software requirements in agile projects) and IC3 (qualitative or quantitative research), as it is purely descriptive and theoretical. Additionally, it is a tertiary source (summary of a chapter), violating Exclusion Criterion EC5. Therefore, it is classified as EXCLUDED.",INCLUDED,"The article addresses software requirements in agile projects, is from industry, likely qualitative in nature, and does not violate any exclusion criteria."
1388.0,Excluded,ec3,How to develop financial applications with game features in e-banking?,"As for Gamification, it is about business software with game characteristics, understanding the software development process will improve the practices, and will more than likely, improve the business itself (make it more efficient, effective, and less ...",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on gamification in financial applications and e-banking without specifying how software requirements are developed using agile practices. This violates Exclusion Criterion EC3, which states that the study must address software requirements.",INCLUDED,"The article addresses software requirements in financial applications using game features within e-banking, which aligns with the Inclusion Criteria (IC1). It is written in English, making it compliant with EC1. There is no indication that it is a draft, presentation slides, or abstract, satisfying EC4. The study appears to be primary research as it discusses improving practices, which meets IC4. Although it focuses on game features in business software, it does not explicitly mention teaching agile methods (EC6) or fail to address agile methodologies (EC7). The absence of information about the study being tertiary or a meta-analysis confirms it satisfies EC5. Lastly, it does not indicate failure to answer research questions, aligning with EC9."
1003.0,Excluded,ec3,Design guidelines for software processes knowledge repository development,"Context Staff turnover in organizations is an important issue that should be taken into account mainly for two reasons: 1. Employees carry an organizationâ€™s knowledge in their heads and take it with them wherever they go 2. Knowledge accessibility is limited to the amount of knowledge employees want to share Objective The aim of this work is to provide a set of guidelines to develop knowledge-based Process Asset Libraries (PAL) to store software engineering best practices, implemented as a wiki. Method Fieldwork was carried out in a 2-year training course in agile development. This was validated in two phases (with and without PAL), which were subdivided into two stages: Training and Project. Results The study demonstrates that, on the one hand, the learning process can be facilitated using \{PAL\} to transfer software process knowledge, and on the other hand, products were developed by junior software engineers with a greater degree of independence. Conclusion PAL, as a knowledge repository, helps software engineers to learn about development processes and improves the use of agile processes.",EXCLUDED,"The article does not address software requirements directly; instead, it focuses on knowledge repository development and software process learning. It fails to address at least one agile methodology as per EC7, and while it discusses agile development in context, the primary focus is on knowledge transfer rather than software requirements. Therefore, it violates IC1 and EC7, leading to exclusion.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is based on a fieldwork study in a training course in agile development which can be considered qualitative research (IC3), and is a primary study as it presents original findings (IC4). It does not violate any exclusion criteria, as it is written in English, does not fail to address agile methodologies, and does not seem to be a tertiary study or a draft. It also addresses the research question of facilitating the learning process using a knowledge repository."
1698.0,Excluded,ec7,Model Based Requirements Analysis and Testing of Automotive Systems with Timed Usage Models,"In the automotive industry requirements are often still composed of natural language text, spreadsheets, drawings, and formal models. Models are often used to describe partial aspects from the whole set of requirements. Hence, flaws and vagueness in requirements are common and hard to discover. Upcoming standards like ISO 26262 request the automotive industry to be more strict and formal on the requirements. Formal notation and unambiguitiy is explicitely stated. In the field of system and acceptance testing requirements are the basis for all activities. Although, requirements are often not close to testing. To overcome this we introduced the Timed Usage Model (TUM) as a formal representation of requirements specification. During the creation of the model the requirements are analyzed and brought into an unambiguous and formal representation. Traceability is achieved, as each path in the model must be based upon a requirement. The formulation of the requirements in form of an unambiguous model clarifies the requirements and helps to detect design errors. During the creation of the model omissions and flaws in the requirements are discovered. The model serves as a communication medium when functionality responsibles are involved to clarify these aspects. Timed Usage Models were created for power train functionality and the energy management. Moreover, the model as a formalized representation of the requirements served as the basis for the whole testing process, including test planning, test case generation, and test campaign analysis.",EXCLUDED,"The article does not address software requirements but rather requirements in automotive systems, specifically focusing on hardware and system-level functionality. It fails to address at least one agile methodology (EC7), as the study does not mention or relate to agile software development practices. Therefore, it violates Exclusion Criterion EC7.",INCLUDED,"The article satisfies all Inclusion Criteria (IC1, IC2, IC3, IC4) as it discusses requirements in software projects using agile methodologies (Model Based Requirements Analysis and Testing of Automotive Systems), it is from the industry, it presents a formal model as a qualitative research, and it is a primary study. Furthermore, it does not violate any Exclusion Criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9). The Timed Usage Model (TUM) introduced in the article is a formal representation of requirements specification, enhancing the unambiguity and traceability of requirements, and it serves as the basis for the entire testing process, thus addressing at least one agile methodology and not failing to answer the research question."
695.0,Excluded,ec3,Bringing science to digital forensics with standardized forensic corpora,"Progress in computer forensics research has been limited by the lack of a standardized data setsâ€”corporaâ€”that are available for research purposes. We explain why corpora are needed to further forensic research, present a taxonomy for describing corpora, and announce the availability of several forensic data sets.",EXCLUDED,"The article does not address software requirements and focuses on digital forensics corpora, which is outside the scope of software project requirements in agile methodologies (violates EC3).",EXCLUDED,"The article does not address software requirements (IC1) nor does it discuss any agile methodology (IC7). It is also a study that presents a taxonomy and announces the availability of data sets, which suggests it is not primary research (IC4) but more likely a secondary source, which does not meet all Inclusion Criteria."
383.0,Excluded,ec6,Agile hour: Teaching XP skills to students and IT professionals,"Agile Methods, like Extreme Programming, have increasingly become a viable alternative for conducting software projects, especially for projects with a very short time-to-market or uncertain customer-requirements. Using a technique called Agile Hours it is possible to convey many feelings associated with an Extreme Programming project. Within 70 minutes, a project is performed in which a product is built with Lego bricks. We applied this approach to (1) students and (2) IT professionals. By comparing the two groups, we found that both behaved comparable: we observed a number of interesting differences, although of minor importance. Both groups seemed to benefit from the Agile (Lego) Hours. Â© Springer-Verlag Berlin Heidelberg 2005.",EXCLUDED,"The study deals with teaching agile methods (specifically Extreme Programming) through a hands-on Lego-based approach, which aligns with Exclusion Criterion EC6: 'Does it deal with teaching agile methods?' The article is not focused on software requirements or addressing agile methodologies in software project contexts, but rather on pedagogical techniques for teaching agile practices. Therefore, it is excluded.",<INCLUDED or EXCLUDED>,<exact explanation>
721.0,Excluded,ec3,C-based design flow: a case study on G.729A for voice over internet protocol (VoIP),In this paper we present the design of a G. 729a codec in a C-based design flow. The codec is used in VoIP applications for sending speech over internet protocol. We started from the standard reference C implementation and generated several customized designs using the NISCT C-to-RTL toolset. Our final designs could run at very low clock frequencies (11 MHz for the decoder and 30 MHz for the coder) while meeting the timing requirements of the standard. We present these designs and the corresponding C-based design flow in this paper.,EXCLUDED,"The study does not address software requirements as it focuses on the design of a G.729A codec in a C-based design flow for VoIP, which is related to hardware implementation and low-level coding rather than software requirements in agile methodologies. It also fails to address any agile methodology or research questions related to software project requirements, violating EC3 and EC7.",INCLUDED,"The article meets all inclusion criteria by discussing a case study in designing a G.729A codec in a C-based design flow for VoIP applications. Furthermore, it seems to be a primary study since it presents specific designs and their performance (IC4). The article is written in English (EC1) and does not appear to violate any other exclusion criteria, such as not addressing software requirements (EC3), being incomplete or a draft (EC4), being tertiary or a meta-analysis (EC5), dealing with teaching agile methods (EC6), failing to address agile methodologies (EC7), or failing to answer research questions (EC9)."
2494.0,Included,included,"The Many Lives of an Agile Story: Design Processes, Design Products, and Understandings in a Large-Scale Agile Development Project","In Agile Software Development (ASD), stakeholders use stories to stimulate conversations that create and convey understanding of software requirements. Some authors have argued that ASD methods have limited applicability to large-scale projects because agile stories are not sufficient to capture the complexities of up-front design. This paper reports a 2.5-year field study of how an ASD team for a complex software system adapted the user story concept and the Scrum approach. The team sought to create a convention for representing agile stories which could capture the complexities of the system requirements without burdening the team with unneeded documentation. They developed eight different ways to represent a story. The core representation of the approach was called a HyperEpic, a structured collection of closely-related HyperStories. HyperEpics required 90-99% fewer words than conventional specifications. Because of their dense form, Hyper-epics were not useful for other phases in the design/build processes. The team evolved a design/build work practice that proceeded in stages. In each stage, stories underwent a one or more transformations. Each transformation represented stories differently to create varied kinds of understandings among different stakeholder sets. The team was able to gain the benefits of ASD - faster development cycles, less documentation, rapid adaptation to insights and conditions.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically Scrum and user stories) in a large-scale project, meeting IC1. It is a primary study based on a 2.5-year field study, satisfying IC4. The research is qualitative and conducted in an industry context, fulfilling IC2 and IC3. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Scrum) (EC7), and answers at least one research question (e.g., how stories are adapted in large-scale projects) (EC9). Therefore, it meets all inclusion criteria and violates none of the exclusion criteria.",INCLUDED,"The reason for this classification is that the article meets all the inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), it's a study from industry (IC2), it's qualitative research (IC3), and it's a primary study (IC4). The article does not violate any exclusion criteria: it's written in English (not EC1), it clearly addresses software requirements through the adaptation of user story concepts and Scrum approach (not EC3), it's not an incomplete or draft study (not EC4), it's not a tertiary or meta-analysis (not EC5), it does not focus solely on teaching agile methods (not EC6), it addresses multiple agile methodologies by adapting user stories and Scrum (not EC7), and it answers the research question of how an ASD team adapted the user story concept and the Scrum approach in a large-"
2115.0,Excluded,ec3,Scaffolding for multiple assignment projects in CS1 and CS2,"This paper describes several projects which are used to support multiple assignments in CS 1 and CS 2. Each project has evolved into its present configuration over several years. This paper focuses specifically on various types of scaffolding used to increase the effectiveness of such projects, and identifies some lessons learned and best practices for faculty seeking to adapt or create such projects for their own environments.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criterion EC7. It focuses on scaffolding in computer science courses rather than software project requirements using agile methods.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is presumably from academia as it discusses CS1 and CS2 courses (IC2), the nature of the research is qualitative as it discusses lessons learned and best practices (IC3), and it is likely a primary study since it describes specific projects and their configurations (IC4). It does not violate any exclusion criteria."
631.0,Excluded,ec7,Automated diagnosis of feature model configurations,"Software product-lines (SPLs) are software platforms that can be readily reconfigured for different project requirements. A key part of an \{SPL\} is a model that captures the rules for reconfiguring the software. \{SPLs\} commonly use feature models to capture \{SPL\} configuration rules. Each \{SPL\} configuration is represented as a selection of features from the feature model. Invalid \{SPL\} configurations can be created due to feature conflicts introduced via staged or parallel configuration or changes to the constraints in a feature model. When invalid configurations are created, a method is needed to automate the diagnosis of the errors and repair the feature selections. This paper provides two contributions to research on automated configuration of SPLs. First, it shows how configurations and feature models can be transformed into constraint satisfaction problems to automatically diagnose errors and repair invalid feature selections. Second, it presents empirical results from diagnosing configuration errors in feature models ranging in size from 100 to 5,000 features. The results of our experiments show that our CSP-based diagnostic technique can scale up to models with thousands of features.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on automated diagnosis of feature model configurations in software product-lines, which is unrelated to agile software development practices. Therefore, it violates Exclusion Criterion EC3 (does not address software requirements) and is classified as EXCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from academia (implied by the research nature), and presents empirical results from a primary study (IC4). It does not violate any exclusion criteria: it is written in English (EC1), does not specifically address teaching agile methods (EC6), and while it discusses feature models, it does not fail to address an agile methodology but rather applies agile concepts (EC7)."
2443.0,Excluded,ec3,The concept of change in technology transfer,"In this paper we describe two case studies of technology transfer, both of which address the adoption of Extreme Programming, the most prevalent agile software development method. The first case takes place in an industrial setting; the second -- in ...",EXCLUDED,"The article does not address software requirements as it focuses on technology transfer and the adoption of Extreme Programming, not requirements in software projects. It violates Exclusion Criterion EC3.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is a study (not a draft or slides) from an industrial setting (IC2), and discusses a specific agile methodology, Extreme Programming (IC1). It does not violate any exclusion criteria (EC1-EC9)."
1604.0,Included,included,Lightening the Software Production Process in a CMM Level 5 Framework,"The Capability Maturity Model (CMM) is a framework for judging the maturity of the software processes of an organization. This model is often misapplied in practice, being used as a bulwark for rigid approaches to software development. This usually leads to project failure when requirements are set in a rapidly changing environment, or when they are vaguely defined. Agile methodologies behave very well in this kind of environment. In this article we show that Agile methodologies can be applied in a CMM context, specifying how every goal of each Key Process Area of the model can be fulfilled when an Agile methodology such as Xp@Scrum is being used. We also show some metrics from pilote projects at a Motorola Software Centre backing our aiming, and showing the benefits introduced by Agile approaches to software development.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (IC1), specifically showing how Agile practices like Xp@Scrum can fulfill CMM Key Process Areas. It is a primary study based on pilot projects at a Motorola Software Centre, thus meeting IC2 (industry context) and IC4 (primary study). The article does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Xp@Scrum, EC7), and answers research questions related to applying agile in CMM (EC9). Therefore, it satisfies all inclusion criteria and does not violate any exclusion criteria.",INCLUDED,"The article meets all the Inclusion Criteria: it addresses requirements in software projects using agile methodologies (IC1), it is a study from industry (IC2), and it is qualitative research (IC3). It is also a primary study (IC4). The article does not violate any Exclusion Criteria as it is written in English (EC1), it does address software requirements (EC3), it is not incomplete or just an abstract (EC4), it is not a tertiary or meta-analysis (EC5), it does not deal with teaching agile methods (EC6), it addresses an agile methodology (Xp@Scrum) (EC7), and it answers research questions about applying Agile methodologies in a CMM context (EC9)."
282.0,Included,included,Acceptance test driven story card development: An improved requirement elicitation process in XP,"Requirement elicitation is a process to collect information from the end users or stakeholders of system. In traditional software development models requirements are predefined and sent to the developers to do analysis from various stakeholders. Requirement elicitation and quality related to requirements are the challenging issues in the software development life cycle. XP, recommend an on-site customer to represents their requirements through user stories on story cards. Generally customers have rarely a general picture of the requirements or system in their mind which leads problems related to requirements like requirements conflicts, missing requirements, and ambiguous requirements etc, and not address non-functional requirements from exploration phase. Two third of the projects are failed because of ambiguous and incomplete user requirements, and poor quality of the requirements. Acceptance testing is also one of the key issues, which is often left unsolved or uncovered to verify user requirements in XP (Agile software development methodology). To solve these problems we propose A New Improved Requirement Elicitation (Gathering) Process framework for story cards in XP to improve quality of user stories to capture functional and non-functional user requirements on story cards. Our approach involves adopting acceptance tests right from story cards as soon as requirements are clearly understood. We also aim to demonstrate how acceptance test will improve story card driven agile software development (XP). We believe this will enhance the popularity of Agile based software development.",INCLUDED,"The article addresses software requirements in agile methodologies (specifically XP) through an improved requirement elicitation process using story cards and acceptance tests. It meets IC1 (addresses software project requirements in agile methodologies), IC2 (academic study), IC3 (qualitative research approach), and IC4 (primary study). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and answers at least one research question (e.g., improving story card quality) (EC9). Therefore, it is classified as INCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it seems to be a study likely from academia (IC2), and although the abstract does not explicitly state whether it's qualitative or quantitative, it appears to discuss a process, which could be qualitative in nature (IC3). It is not described as a draft, presentation slides, or an abstract (EC4). The study is not a meta-analysis (EC5), it does not deal with teaching agile methods (EC6), and it addresses agile methodologies, in this case, XP (EC7), by proposing an improved process for requirement elicitation. The article seems to answer questions related to improving the quality of user stories and the role of acceptance testing in XP, which implies it answers research questions (EC9)."
2222.0,Excluded,ec3,Software engineering team studios,"Training of students on software engineering methods and practices demands more than the development of a project by a team. It demands effective training and monitoring on the software process, process tracking and team dynamics. Furthermore, lack of a dedicated space for team activities acerbates software development by teams and does not foster team effectiveness. We established a set of Software Engineering Team Studios with the vision to provide an environment in which to bring to focus issues that arise in the development of software by teams and which allows us to put into practice lessons learned in the classroom on software engineering methods and best practices.",EXCLUDED,"The study addresses teaching software engineering methods and practices, not software requirements in agile methodologies. It falls under EC6 (deals with teaching agile methods) and EC7 (fails to address at least one agile methodology) as it focuses on training students and team dynamics rather than software requirements or specific agile methodologies.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from academia (addressed by context, though not explicitly mentioned), and it appears to be qualitative research (IC3). It does not seem to be a draft, incomplete study, or tertiary/meta-analysis (EC4 and EC5), nor does it deal with teaching agile methods (EC6) or fail to address agile methodologies (EC7). The article does not seem to fail to answer a research question, as it discusses the implementation and purpose of Software Engineering Team Studios (EC9)."
1761.0,Included,included,Novel lightweight engineering artifacts for modeling non-functional requirements in agile processes,"Agile software development methodologies, such as Scrum, have gained tremendous popularity and proven successful in quickly delivering quality Functional Requirements (FRs). However, agile methodologies have not adequately modeled Non-Functional Requirements (NFRs) and their potential solutions (operationalizations) with FRs in early development phases. This research proposes three fundamental agile artifacts to model FRs, NFRs, and their potential solutions in a visual environment. First, FRs are modeled through Agile Use Cases (AUCs). Second, NFRs are modeled through Agile Loose Cases (ALCs). Third, NFRs potential solutions are modeled through Agile Choose Cases (ACCs). AUCs are newly proposed hybrid of use cases and agile user stories. ALCs are proposed loosely-defined agile NFRs. ACCs are proposed potential solutions (operationalizations) for ALCs. The three artifacts are combined in a visual framework to promote agile modeling of NFRs (primarily) and how they are linked to FRs. The artifacts are the building blocks of a more comprehensive framework for modeling NFRs in agile software development processes. Â© 2012 IEEE.",INCLUDED,"The article addresses software requirements in agile methodologies, specifically focusing on modeling non-functional requirements (NFRs) using novel artifacts within agile processes. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses at least one agile methodology (Scrum) (EC7), and answers at least one research question (modeling NFRs in early phases) (EC9). It meets all inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), is a research study (academia) (IC2), is qualitative in nature (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is qualitative research (IC3), and is a primary study (IC4). It is written in English, does not deal with teaching agile methods (EC6) or fail to address agile methodologies (EC7), and does not violate any exclusion criteria. It also seems to address research questions related to modeling non-functional requirements in agile processes."
2522.0,Included,included,The role of physical artefacts in agile software development: Two complementary perspectives,"Agile software development promotes feedback, discipline and close collaboration between all members of the development team, and de-emphasises documentation, â€˜big design up frontâ€™ and hierarchical processes. Agile teams tend to be co-located and multi-disciplinary, and rely heavily on face-to-face communication and seemingly simple physical artefacts to support interaction. In this paper we focus on the functionality of two key physical artefacts â€“ the story card and the Wall â€“ which, individually and in combination, underpin the teamâ€™s activity. These artefacts have two main roles â€“ one which enables a shared understanding of requirements and one which facilitates the development process itself. We consider these roles from two perspectives: a notational perspective and a social perspective. This discussion shows how the two perspectives â€“ the notational and the social â€“ intertwine and are mutually supportive. Any attempt to replace these physical artefacts with alternative support for an agile team needs to take account of both perspectives, and the complex relationships between them.",INCLUDED,"The article addresses software project requirements in the context of agile methodologies by examining the role of physical artefacts like story cards and the Wall. It does not violate any exclusion criteria: it is written in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (e.g., Scrum, which uses story cards and walls) (EC7), and answers research questions related to the functionality of physical artefacts from both notational and social perspectives (EC9). It meets all inclusion criteria: it addresses software project requirements in agile settings (IC1), is from academia (IC2), presents qualitative research (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED.",INCLUDED,"The article addresses requirements in software projects using agile methodologies, is written in English, and discusses the functionality of key physical artefacts in agile software development. It does not violate any exclusion criteria."
5.0,Included,included,"""Scrum Code Camps""","A classic way to choose a supplier is through a bidding process where tenders from competing companies are evaluated in relation to the customer's requirements. If the customer wants to hire an agile software developing team instead of buying a software product, a new approach for comparing tenders is required. In this paper we present the design of such a new approach, the Scrum Code Camp, which can be used to assess agile team capability in a transparent and consistent way. A design science research approach is used to analyze properties of two instances of the Scrum Code Camp where seven agile teams were evaluated.",EXCLUDED,"The article violates Exclusion Criterion EC7: it fails to address at least one agile methodology. While it mentions Scrum, the abstract does not provide evidence that it addresses at least one agile methodology in depth or as a central focus. Additionally, the study is primarily a design of a new approach (Scrum Code Camp) rather than a study on requirements in software projects using agile methodologies, which violates Inclusion Criterion IC1. Therefore, it does not meet the required scope.",INCLUDED,"The article meets the Inclusion Criteria as it addresses requirements in software projects using agile methodologies (IC1). It is a study from academia, presenting a new approach to evaluating agile teams (IC2). The research design is qualitative, focusing on the analysis of Scrum Code Camp instances (IC3). It is a primary study, not a secondary one, as it presents original research on the design of Scrum Code Camp (IC4). The article does not violate any Exclusion Criteria."
1655.0,Included,included,Mapping CMMI level 2 to scrum practices: An experience report,"CMMI has been adopted advantageously in large companies for improvements in software quality, budget fulfilling, and customer satisfaction. However SPI strategies based on CMMI-DEV require heavy software development processes and large investments in terms of cost and time that medium/small companies do not deal with. The so-called light software development processes, such as Agile Software Development (ASD), deal with these challenges. ASD welcomes changing requirements and stresses the importance of adaptive planning, simplicity and continuous delivery of valuable software by short time-framed iterations. ASD is becoming convenient in a more and more global, and changing software market. It would be greatly useful to be able to introduce agile methods such as Scrum in compliance with CMMI process model. This paper intends to increase the understanding of the relationship between ASD and CMMI-DEV reporting empirical results that confirm theoretical comparisons between ASD practices and CMMI level2. Â© 2009 Springer Berlin Heidelberg.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (specifically Scrum) and compares them with CMMI level 2. It is a primary study based on empirical results, not a draft, abstract, or tertiary source. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is not a draft or incomplete (EC4), is not a meta-analysis or tertiary study (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (Scrum, EC7), and answers research questions related to the mapping of Scrum practices to CMMI level 2 (EC9). It meets all inclusion criteria: it addresses agile software development practices (IC1), is a primary study from academia (IC2), and is qualitative/empirical (IC3 and IC4).",INCLUDED,The article addresses requirements in software projects using agile methodologies (IC1) and is a study from academia (IC2). It is qualitative research (IC3) and is a primary study (IC4). The article does not violate any exclusion criteria (EC1-EC9) and meets all inclusion criteria.
2721.0,Excluded,ec7,Using Collective Intelligence to Detect Pragmatic Ambiguities, ,EXCLUDED,"The article does not address software requirements, violating Exclusion Criterion EC3.",EXCLUDED,"The article does not address requirements in software projects using agile methodologies (IC1 criterion), which is a key requirement for inclusion. It is an abstract that does not provide enough information to determine if it meets the other inclusion criteria."
1880.0,Excluded,ec4,"Proceedings - AGILE Conference, 2006",The proceedings contain 50 papers. The topics discussed include: earned value and agile reporting; an empirical study of using planning poker for user story estimation; on agile performance requirements specification and testing; refactoring with contracts; a case study on the impact of customer communication on defects in agile software development; critical personality traits in successful pair programming; reflections on reflections in agile software development; the deployment production line; the cost of code quality; the agile marathon; a tale of two projects; the pairing sessions as the atomic unit of work; multiple simultaneous projects with one eXtreme programming team; value based extreme programming; something to believe in; introducing lean principles with agile practices at a fortune 500 company; optimizing major release frequency using agile practices; and examining the compatibility of student pair programmers.,EXCLUDED,"The article is a conference proceedings containing abstracts and papers, not a complete study. It does not present a single, complete empirical or qualitative study that addresses software requirements in agile methodologies. It violates Exclusion Criterion EC4 (study is incomplete, a draft, presentation slides, or just an abstract).",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), it is a collection of studies from industry (assumed academia as well, satisfying IC2), and it is qualitative research as it is a conference proceeding (IC3). The nature of the content does not violate any exclusion criteria, and it does not specifically address teaching agile methods (EC6) or fail to address agile methodologies (EC7). It does not seem to be a tertiary or meta-analysis (EC5), nor is it incomplete or only an abstract (EC4). The article does not fail to answer any research question, implying it does not violate EC9."
1207.0,Excluded,ec3,Experiences with Extreme Programming in telehealth: Developing and implementing a biosecurity health care application,"There has been limited research on how non-conventional system development methodologies such as, Agile modeling methods could improve the successful development and implementation of telehealth services. The goal of this research was to increase the understanding of the impact of using the Extreme Programming process, an Agile modeling approach, to the development effort of a biosecurity telehealth project. Overall, the research indicates that Extreme Programming is an effective methodology to develop health care applications. The rapid prototyping enabled IT developers and health care users to clarify system requirements, communicate openly, and quickly build rapport. Further, the research found that that where the technology was new or foreign, the Extreme Programming process was flexible enough to support several iterations of technology and produce prototypes in a timely manner.",INCLUDED,"The article addresses software requirements in a telehealth project using Extreme Programming, an agile methodology, and provides empirical findings from a real-world implementation. It is a primary study in the form of a research paper, written in English, not a draft or abstract, and does not focus on teaching agile methods or involve tertiary or meta-analysis. It satisfies all inclusion criteria and violates none of the exclusion criteria.",INCLUDED,"The article addresses software requirements in telehealth projects using Agile methodologies (IC1), is qualitative research (IC3), and is a primary study (IC4). It does not violate any exclusion criteria as it is written in English, fully explores Extreme Programming as an agile methodology, and answers research questions about the development and implementation process of a biosecurity telehealth application."
1700.0,Excluded,ec7,"Model driven architecture: how far have we come, how far can we go?","Model Driven Architecture (MDA) is a technology that has been in the process of evolution for many years. Today, many vendors are now producing products that support MDA. We are hearing more and more success stories that indicate that this technology ...",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criteria EC3 and EC7. It also does not focus on requirements in software projects using agile methods, failing to meet Inclusion Criterion IC1.",EXCLUDED,"The model has no clear evidence of the required attribute, and the provided evidence is insufficient to confirm the presence of the attribute."
328.0,Included,included,Adapting XP to complex application domains,"Extreme programming (XP) works well for small software projects in not-too-complex application domains. In many of these projects the rather simple requirements engineering of XP (customers write story cards) has proved suitable. But today we are more often faced with complex application domains in which the classical XP techniques will not suffice. The tutorial shows how to adapt extreme programming to complex application domains and to demanding development tasks. We focus mainly on the requirements engineering part and show how to enhance XP with interviews, scenarios and system visions. We also integrate the management perspective into the ""planning game"" reconciling this perspective to users' needs. We propose a set of best-practice methods we have used in a number of industrial high-risk projects for different complex application domains.",INCLUDED,"The article addresses software requirements in complex application domains using agile methodologies, specifically Extreme Programming (XP). It focuses on enhancing XP with techniques like interviews, scenarios, and system visions, directly relating to agile requirements engineering. The study is based on industrial high-risk projects, thus originating from industry. The research is presented as a tutorial describing practical adaptations, indicating qualitative, primary research. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is not a draft or abstract (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and answers relevant research questions (EC9). All inclusion criteria are satisfied.",INCLUDED,"The article addresses requirements in software projects using agile methodologies (IC1), is from industry (assumed based on the context of high-risk industrial projects), and is a primary study (not a meta-analysis or tertiary study). It does not violate any exclusion criteria, as it is written in English, discusses software requirements, is not incomplete, does not exclusively deal with teaching agile methods, and does not fail to address agile methodologies or research questions. Instead, it focuses on adapting XP to complex application domains, which aligns with the inclusion criteria."
