ID,STATUS,Applied Criterios,TITLE,ABSTRACT,RESULT_A_2,EXPLAIN_A_2
1497.0,Included,included,INSERT: An Improved Story card Based Requirement Engineering Practice for Extreme Programming,"Developing software that meets the customers or stakeholders ' needs and expectation is the ultimate goal of the software development methodology. To meet their need we have to perform requirement engineering which helps to identify and structure requirements. In traditional software development methods end users or stakeholders predefined their requirements and sent to the development team to analysis and negotiation to produce requirement specification. In many cases it is risky or very difficult and not economical to produce a complete, verifiable set of requirements. Traditional software development has a problem to deal with requirement change after careful analysis and negotiation. This problem is well tackled by the XP as XP recommends an on-site customer to represents their requirements through user stories on story cards. Generally customers have rarely a general picture of the requirements or system in their mind which leads problems related to requirements like requirements conflicts, missing requirements, and ambiguous requirements etc, and does not address non-functional requirements from exploration phase.",INCLUDED,"The article addresses software requirements in the context of Extreme Programming (XP), an agile methodology, specifically proposing an improved story card-based requirement engineering practice. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and answers relevant research questions (EC9). It meets all inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), is a research study (academia likely) (IC2), presents a proposed practice (qualitative or practical research) (IC3), and is a primary study (IC4). Therefore, it is classified as INCLUDED."
207.0,Included,included,A report on the XP workshop on agile product line engineering,"Software Product Line Engineering (SPLE) promises to lower the costs of developing individual applications as they heavily reuse existing artifacts. Besides decreasing costs, software reuse achieves faster development and higher quality. Traditionally, SPLE favors big design upfront and employs traditional, heavy weight processes. On the other hand, agile methods have been proposed to rapidly develop high quality software by focusing on producing working code while reducing upfront analysis and design. Combining both paradigms, although is challenging, can yield significant improvements. In this workshop, we discussed the challenges, the research questions and the tradeoffs that need to be addressed for such an integration to enjoy success.",EXCLUDED,"The article is a workshop report that discusses challenges and research questions without presenting a study that addresses software requirements or agile methodologies in a specific research context. It fails to describe a study that investigates software requirements in agile environments, violating EC3 (does not address software requirements) and EC9 (fails to answer at least one research question)."
1515.0,Included,included,"Integration of software engineering techniques through the use of architecture, process, and people management: An experience report","This paper reports on the experiences of integrating several Software Engineering techniques by the Rapid Prototyping group of Siemens Corporate Research. This experience was gained during our recent project that involved developing a web-based, workflow-driven information system. The techniques integrated for this project included agile and iterative processes, user centered design, requirements discovery and maturation, and test-driven development. These techniques were integrated and supported by a proprietary process entitled ""Siemens Rapid Prototyping"" (S-RaP), a software architecture, and project management techniques. This paper will detail the specific characteristics of S-RaP, the software architecture, and the project management techniques that supported the integration of the above listed software engineering techniques. We will also report on our experience with their effectiveness and our thoughts on future enhancements in all three areas. Â© Springer-Verlag Berlin Heidelberg 2005.",INCLUDED,"The article is written in English (EC1 not violated), addresses software requirements in a software project using agile and iterative processes (IC1 satisfied), is a study from industry (Siemens Corporate Research) (IC2 satisfied), and presents a qualitative experience report (IC3 satisfied). It is a primary study based on real-world project experience (IC4 satisfied). It does not deal with teaching agile methods (EC6 not violated), addresses at least one agile methodology (agile and iterative processes) (EC7 not violated), and answers research questions about the effectiveness and future enhancements of integrated techniques (EC9 not violated). No exclusion criteria are violated, and all inclusion criteria are met."
668.0,Excluded,ec3,Beyond refactoring: a framework for modular maintenance of crosscutting design idioms,"Despite the automated refactoring support provided by today's IDEs many program transformations that are easy to conceptualize--such as improving the implementation of a design pattern--are not supported and are hence hard to perform. We propose an extension to the refactoring paradigm that provides for the modular maintenance of crosscutting design idioms, supporting both substitutability of design idiom implementations and the checking of essential constraints. We evaluate this new approach through the design and use of Arcum, an IDE-based mechanism for declaring, checking, and evolving crosscutting design idioms.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on refactoring and modular maintenance of crosscutting design idioms, which is unrelated to software requirements management. Therefore, it violates Exclusion Criterion EC3, which states that the study must address software requirements."
1046.0,Included,included,Distributed Agile: Growing a Practice Together,"Elastic Path software and Luxoft present in this case study a successful distributed agile project using outsourcing (both near and off shore). Elastic Path and Luxoft are both experienced agile practitioners, which helped immensely in so far as neither client nor vendor had to learn how to do agile while trying to overcome the difficulties in implementing agile in a distributed manner. The case study describes how Elastic Path and Luxoft overcame the challenges of daily meetings, the lack of face-to-face interactions, rapidly changing requirements, and rapid team size scaling all across a fourteen hour time difference.",INCLUDED,"The article addresses software project requirements in a distributed agile context, specifically focusing on agile practices in a distributed setting with outsourcing. It is a case study (primary research) that does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is not a draft or abstract (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (implied by the context of agile practices), and answers relevant research questions about distributed agile implementation. All inclusion criteria are met."
174.0,Excluded,ec3,A neural network-based approach of quantifying relative importance among various determinants toward organizational innovation,"Innovation management is the practice of managing new ideas and insights into business environment so as to increase market competitiveness. Therefore, it is vital to address the critical determinants of effective innovation management within an organizational context, hence called organizational innovation. Based on some existing frameworks of managing organizational innovation, several key determinants can be identified. Using industrial survey data, we then proposed and used a neural network-based approach to quantify the connectivity between each of these determinants and organizational innovation. First, the modeling accuracy of our proposed method was examined and benchmarked with multiple linear regression and non-linear least square fitting methods. Next, the relative importance among various key determinants toward organizational innovation can be computed using our method. We then compared the results with the qualitative judgment of field experts and professionals using the analytical hierarchy process. Based on the comparison outcomes, our proposed method is proved to be reasonably useful and practical in capturing the comparative influence among determinants toward organizational innovation.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criterion EC7. Additionally, it focuses on organizational innovation management using neural networks, which is unrelated to software project requirements in agile contexts. Therefore, it fails to meet Inclusion Criterion IC1 and violates EC7."
958.0,Excluded,ec3,Converged ‘user integration’ provided as a mediated service,"In the world of machine-to-machine interaction, the success of Web Services technology owes much to its ability to define a contract between applications independent of the host machines’ underlying hardware and the transport mechanism linking them. With this contract, applications know what to expect of one another and this provides a solid foundation for integration. The resulting business process improvements translate directly into saved costs and new business opportunities. However, these workflow improvements typically come to a grinding halt whenever real-time input from consumers is required since there is currently no way to effectively construct the same sort of contract for spontaneous person-tomachine interactions as Web Services provides for machine-to-machine interaction. The consumer-to-machine link is characterised by reliability, availability, trust and conformance to message syntax all being in unbearable deficit … and all of that deficit being due to the user ‘component’ rather than the machine! For this reason, the solution designer will typically consider the user to be effectively unavailable and ‘park’ the workflow in a suitable state pending user intervention at some later date. If a mechanism were available to transform the user into a reliable, highly available, trusted component of the overall workflow system which always rendered its requests/responses in machine-readable form to an agreed syntax then that ‘component’ (the user) could be included in automated processes directly. This integration of the user into the workflow would have far-reaching impact on the way systems are designed and operated, providing the user with much greater control of service delivery and improving the overall service experience.This paper describes a prototype system and how the operator of such a system can support users employing a multitude of devices connected over various networks and offer to third parties a facility whereby they can very easily conduct structured interactions with those users in real time, on the device of their preference, without them requiring any knowledge of those users’ devices, addresses, networks, presence or device preferences. The users are restricted to supplying only valid messages which are forwarded to the third party in machine-readable format in order that their service logic can act on them automatically. The paper goes on to propose further opportunities arising from the ownership of such a facility.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on user integration in machine-to-machine interactions and proposes a prototype system for real-time user-machine communication, but there is no mention of agile software development practices, methodologies, or requirements. This violates Exclusion Criterion EC3, which requires the study to address software requirements using agile methodologies."
74.0,Included,included,A case study: Agile development in the community laser-induced incandescence modeling environment (CLiiME),"The multidisciplinary requirements of current computational modeling problems preclude the development of scientific software that is maintained and used by selected scientists. The multidisciplinary nature of these efforts requires the development of large scale software projects established with a wide developer and user base in mind. This article describes some of the software-engineering practices adopted in a scientific-software application for a laser-induced incandescence community model. The project uses an Agile and Test-Driven Development approach to implement the infrastructure for the development of a collaborative model that is to be extended, modified, and used by different researchers. We discuss some of the software-engineering practices that can be exploited through the life of a project, starting with its inception when only a hand full of developers are contributing to the project and the mechanism we have put in place in order to allow the natural expansion of the model.",INCLUDED,"The article addresses software requirements in software projects using agile methodologies (specifically Agile and Test-Driven Development), as stated in the abstract. It is a case study from academia, focusing on software engineering practices in a scientific software project. The study is not a draft, abstract, or tertiary work, and it explicitly discusses agile practices and their application throughout the project lifecycle. It satisfies all inclusion criteria and does not violate any exclusion criteria."
2325.0,Excluded,ec3,Supporting agile reuse through extreme harvesting,"Agile development and software reuse are both recognized as effective ways of improving time to market and quality in software engineering. However, they have traditionally been viewed as mutually exclusive technologies which are difficult if not impossible ...",EXCLUDED,"The article does not address software requirements as per Exclusion Criterion EC3. The abstract discusses agile development and software reuse but does not specify how it addresses software requirements, failing to meet the core focus of the inclusion criteria."
1864.0,Excluded,ec7,Power and Politics in Requirements Engineering: A Proposed Research Agenda,"This vision paper considers the role of power and politics in requirements engineering (RE). It offers a working definition of both terms and reviews the existing literature both in RE and related disciplines. It argues that, given the increased complexity, uncertainty and organisational embeddedness faced by RE in practice, power and politics have become increasingly relevant factors, and that they have not as yet been given adequate consideration. Building upon recent relevant research, a research agenda is proposed that presents a methodological framework which examines power and politics through the structure of power relations and the process of decision-making. This framework will require validation through empirical research as a first step to developing models of power and politics that could be of practical use for RE.",EXCLUDED,"The article is a vision paper that reviews existing literature and proposes a research agenda without conducting empirical or primary research. It does not address software requirements in the context of agile methodologies, thus violating Inclusion Criterion IC1. Additionally, it fails to address at least one agile methodology, violating IC7. Moreover, it is a tertiary study as it does not present original research but rather a synthesis of existing work, violating Inclusion Criterion IC4. Therefore, it is classified as EXCLUDED."
123.0,Excluded,ec7,A functional framework for agent-based models of exchange,"We propose a functional framework for studying agent-based dynamical models of exchange. The framework consists of a notation and of a number of elementary definitions. We argue that â€“ in comparison to narrative descriptions â€“ the framework has a number of advantages: (1) it allows one to express precisely the relationships between the classical notion of general equilibrium and agent-based models of exchange; (2) it supports computational descriptions of models of exchange which can be unambiguously implemented; (3) it assists the numerical investigation of such models by providing a specific set of elementary notions and computational primitives. These can be used to deduce model properties and to setup â€œcrucialâ€� numerical experiments for validating model implementations. In a companion paper, we apply the framework to specify and study a model of exchange in which multiple equilibrium prices coexist and prices evolve according to a simple trading scheme and to a generic genetic rule.",EXCLUDED,"The article does not address software requirements or agile methodologies, violating Exclusion Criterion EC3 and EC7. It also does not relate to software project requirements or agile practices, thus failing to meet Inclusion Criterion IC1. The study is focused on agent-based models of exchange, which is outside the scope of software project requirements in agile environments."
100.0,Excluded,ec3,A decomposition-based approach for service composition with global QoS guarantees,"Service-oriented architecture has offered an opportunity to quickly and independently develop new business applications from the existing services. Given that many services are available with the same function but different quality of service (QoS) properties, and service users have different QoS preferences, the challenge of service composition is to select appropriate service candidates to maximize the overall utility while satisfying a userâ€™s requirements. In this paper, we propose a decomposition-based approach for service composition, in which the utility of a composite service can be computed from the utilities of component services and the constraints of component services can be derived from the constraints of the composite service. Thus, with our approach, it is possible to independently manage the selection of each component service, leading to more scalability and more flexibility for service composition in a dynamic environment. The experiment studies show that our approach can achieve a near-optimal solution with a significantly improved performance in computation time.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies, violating Exclusion Criterion EC3. Additionally, it focuses on service composition and QoS guarantees in service-oriented architecture, which is unrelated to agile software development practices. Therefore, it fails to meet Inclusion Criterion IC1, which requires addressing requirements in software projects using agile methodologies."
1004.0,Excluded,ec3,Design issues for knowledge artifacts,"The notion of knowledge artifact has rapidly gained popularity in the fields of general knowledge management and more recently knowledge-based systems. The main goal on this paper is to propose and discuss a methodology for the design and implementation of knowledge-based systems founded on knowledge artifacts. We advocate that the systems built according to this methodology can be effective to convey the flow of knowledge between different communities of practice. Our methodology has been developed from the ground up, i.e. we have built some concrete systems based on the abstract notion of knowledge artifact and synthesized our methodology based on reflections upon our experiences building these systems. In this paper, we also describe the most relevant systems we have built and how they have guided us to the synthesis of our proposed methodology.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies, violating Exclusion Criterion EC3. Additionally, it focuses on knowledge artifact design in knowledge-based systems without specifying any agile methodology or software project requirements, failing to meet Inclusion Criterion IC1."
348.0,Excluded,ec3,AF-ABLE in the multi agent contest 2009,"This is the second year in which a team from University College Dublin has participated in the Multi Agent Contest (http://www.multiagentcontest.org/2009). This paper describes the system that was created to participate in the contest, along with observations of the team’s experiences in the contest. The system itself was built using the AFAPL agent programming language running on the Agent Factory platform. A hybrid control architecture inspired by the SoSAA strategy aided in the separation of concerns between low-level behaviours (such as movement and obstacle evasion) and higher-level planning and strategy.",EXCLUDED,"The study does not address software requirements in software projects, as it focuses on a multi-agent system participating in a contest using an agent programming language, rather than software project requirements. This violates Exclusion Criterion EC3."
2278.0,Excluded,ec3,Stakeholder Identification in Agile Software Product Development Organizations: A Model for Understanding Who and What Really Counts,"Stakeholder Theory is an area of strategic management that defines a stakeholder as someone who affects or is affected by the actions of the organization. The principles and concepts of stakeholder theory can be applied to software development organizations to give managers a better understanding of the diverse community of stakeholders that influence product development efforts. A deeper understanding of the broad community of stakeholders can help an organization that is transitioning to agile methods by highlighting the stakeholders that are affected. This paper describes the application of stakeholder theory to product development organizations in the context of a global product development company undergoing a multi-year transition to agile development. A model is presented for mapping stakeholders into stakeholder groups, and for quantifying the influence of stakeholders. This paper further uses a stakeholder approach to demonstrate how traditional organization roles map to roles in an agile product development organization.",EXCLUDED,"The article does not address software requirements directly and fails to address at least one agile methodology, violating Exclusion Criteria EC3 and EC7."
486.0,Included,included,An agile request for proposal (RFP) process,"The request for proposal (RFP) process can be agile and efficient. At a high level, the key to achieving this is to specify requirements just in time and containing just enough detail. We apply the following XP practices and concepts to the RFP process: acceptance tests, business value, iterative and incremental delivery, on-site customer, pair development, planning game, spike, story, velocity, and yesterday's weather. In addition, the following concepts are combined with those from XP to achieve maximal benefit: user-goal use case, context diagram, level of detail, and decision tree. The contributions to the agile community are two-fold: describing a practical application of XP concepts to a nonprogramming project; and making use case style requirements processes more agile.",INCLUDED,"The article addresses software project requirements using agile methodologies, specifically applying XP practices like acceptance tests, iterative delivery, and story points to an RFP process. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (XP) (EC7), and answers at least one research question (EC9). It meets all inclusion criteria: it addresses requirements in software projects using agile methodologies (IC1), is a study from academia (IC2), is qualitative in nature (IC3), and is a primary study (IC4)."
1401.0,Included,included,Human-centered software development methodology in mobile computing environment: agent-supported agile approach,"The agile software development methodology was proposed to resolve the problems of conventional software development methodology, which shows stiffness and intensive...",INCLUDED,"The article addresses software requirements in a mobile computing environment using an agile methodology (agent-supported agile approach), which satisfies IC1. It is a proposed methodology, indicating it is a primary study (IC4), and does not appear to be a draft, abstract, or tertiary study. It does not violate any exclusion criteria (EC1–EC9), as it is in English, addresses software development requirements, is not focused on teaching agile methods, and includes at least one agile methodology. Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
1377.0,Included,included,How much is just enough?: some documentation patterns on Agile projects,"Agile methods advocate ""just enough"" documentation on Agile projects. Unfortunately, there are no clear guidelines on what is ""just enough"" documentation. We describe a set of patterns to help Agile software development teams define ""just enough"" in ...",INCLUDED,"The article addresses documentation patterns in Agile projects, which relates to software requirements in Agile methodologies (IC1). It is a study that provides practical patterns for defining 'just enough' documentation, thus addressing at least one agile methodology (IC7). The study is not written in a language other than English (EC1), is not a draft or abstract (EC4), is not a tertiary or meta-analysis (EC5), and does not focus on teaching agile methods (EC6). It satisfies all inclusion criteria and violates no exclusion criteria, hence it is included."
1626.0,Excluded,ec7,Maintaining mental models: a study of developer work habits,"To understand developers' typical tools, activities, and practices and their satisfaction with each, we conducted two surveys and eleven interviews. We found that many problems arose because developers were forced to invest great effort recovering implicit ...",EXCLUDED,"The study does not address software requirements as per EC3. While it explores developer work habits and tools, it does not focus on software requirements in the context of agile methodologies, thus failing to meet IC1."
2561.0,Excluded,ec3,Theoretical reflections on agile development methodologies,The traditional goal of optimization and control is making way for learning and innovation.,EXCLUDED,"The article is a theoretical reflection and does not address software requirements. It fails to meet Inclusion Criterion IC1, which requires the study to address requirements in software projects using agile methodologies. Additionally, it does not provide empirical or practical analysis of agile methodologies, making it inconsistent with the research focus."
2355.0,Excluded,ec3,Syntactic-semantic incrementality for agile verification,"Abstract Modern software systems are continuously evolving, often because systems requirements change over time. Responding to requirements changes is one of the principles of agile methodologies. In this paper we envision the seamless integration of automated verification techniques within agile methodologies, thanks to the support for incrementality. Incremental verification accommodates the changes that occur within the schedule of frequent releases of software agile processes. We propose a general approach to developing families of verifiers that can support incremental verification for different kinds of artifacts and properties. The proposed syntactic-semantic approach is rooted in operator precedence grammars and their support for incremental parsing. Incremental verification procedures are encoded as attribute grammars, whose incremental evaluation goes hand in hand with incremental parsing.",INCLUDED,"The article addresses software requirements in the context of agile methodologies, specifically focusing on incremental verification techniques that support evolving requirements. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses at least one agile methodology (incremental development) (EC7), and answers relevant research questions regarding verification in agile settings (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is a research study (academia) (IC2), presents a technical approach (qualitative/quantitative research) (IC3), and is a primary study (IC4)."
1194.0,Excluded,ec7,Experience and challenges with UML-driven performance engineering of a Distributed Real-Time System,"Context Performance-related failures of Distributed and Real-Time Software Systems (DRTSâ€™s) can be very costly, e.g., explosion of a nuclear reactor. We reported in a previous work a stress testing methodology to detect performance-related Real-Time (RT) faults in DRTSâ€™s based on the design \{UML\} model of a System Under Test (SUT). The stress methodology aimed at increasing the chances of \{RT\} failures (violations in \{RT\} constraints). Objective After stress testing a \{SUT\} and finding \{RT\} faults, an important immediate question is how to fix (debug) those \{RT\} faults and prevent the same \{RT\} violations in the future and after deployment. If appropriate solutions to this challenge cannot be found, stress testing and its findings (detection of \{RT\} faults) will be of no or little use to the quality assurance goals of the development team. Method To move towards systematically solving performance-related problems causing \{RT\} faults, we develop a customized version of the standard Software Performance Engineering process and conduct an experiment on a DRTS. The process is iteratively applied to a SUT, while results from stress testing reveal that there are still scenarios in which \{RT\} constraints are violated. Results Application of the performance engineering paradigm in this context on a real \{DRTS\} enables systematic analysis of performance-related defects and their fixations. Conclusion The contributions of this work are an initial approach to software performance engineering based on stress testing, and an analysis, based on experimentation, of the open issues that need to be addressed in order to improve the approach.",EXCLUDED,"The article does not address software requirements in the context of agile methodologies. It focuses on UML-driven performance engineering and stress testing in distributed real-time systems, which is unrelated to agile software development practices. Therefore, it violates Exclusion Criterion EC3 (does not address software requirements) and Exclusion Criterion EC7 (fails to address at least one agile methodology)."
2402.0,Excluded,ec3,Test driven development on the cheap: text files and explicit scaffolding,Test driven development (also known as test-first development) is a technique associated with Extreme Programming and Agile Programming methods.[1] Most advocates of test driven development use automated testing tools to facilitate bookkeeping and to ...,EXCLUDED,"The article is an abstract and does not present a complete study, violating Exclusion Criterion EC4. Additionally, it lacks specific details on how test driven development is applied in software project requirements within agile methodologies, failing to address at least one research question as per EC9."
1389.0,Included,included,How to integrate domain-specific languages into the game development process,Domain-specific languages make the relevant details of a domain explicit while omitting the distracting ones. This implies many benefits regarding development speed and quality as well as the exchange of information between expert groups. In order to ...,EXCLUDED,"The article does not address software requirements or agile methodologies, violating EC3 and EC7. It also fails to specify any research questions or study design, violating EC9."
1888.0,Excluded,ec4,Proceedings of the 2006 ACM/IEEE international symposium on Empirical software engineering,"For a long time scientists have been committed to describe and organize information acquired by observations from the field. To improve the comprehension and testability of the observed information, Bacon's works proposed to organize the way that the ...",EXCLUDED,"The abstract does not address software requirements or agile methodologies, and it appears to be a general discussion on Bacon's works rather than a study on software project requirements using agile methods. It fails to meet Inclusion Criterion IC1 and IC7, and violates Exclusion Criterion EC3."
357.0,Included,included,Agile anthropology and Alexander's architecture: an essay in three voices,"During its formative decades the software community looked twice to the theories of Christopher Alexander for inspiration, both times failing to completely master the architect's most useful insights. Now a third opportunity presents itself with Alexander's recent publication, The Nature of Order. Serious apprenticeship, however, imposes a prerequisite of sober self-reflection and evaluation. What, really, is the nature of the developer's tasks? Under what philosophical umbrella has the software community matured until now? Do other philosophical traditions offer alternative and perhaps more pertinent epistemologies? What voices, besides Alexander's, might contribute to the community's evolution? We address these questions along with theory building, ethnography, weak links, design heuristics, agility, and complex systems, all of which combine with Alexander's new theories to suggest different ways of doing what we do, better.",EXCLUDED,"The article is an essay that does not present a study addressing software requirements. It lacks empirical research, fails to address at least one agile methodology, and does not describe a primary or secondary study. It also does not meet IC1 (addressing requirements in software projects using agile methodologies) or IC3/IC4 (qualitative/quantitative or primary/secondary research). Furthermore, it fails EC7 (fails to address at least one agile methodology) and EC9 (fails to answer at least one research question), thus violating exclusion criteria."
1948.0,Included,included,Process fusion: An industrial case study on agile software product line engineering,"This paper presents a case study of a software product company that has successfully integrated practices from software product line engineering and agile software development. We show how practices from the two fields support the companyâ€™s strategic and tactical ambitions, respectively. We also discuss how the company integrates strategic, tactical and operational processes to optimize collaboration and consequently improve its ability to meet market needs, opportunities and challenges. The findings from this study are relevant to software product companies seeking ways to balance agility and product management. The findings also contribute to research on industrializing software engineering.",INCLUDED,"The article is written in English, addresses software requirements in the context of agile methodologies through an industrial case study, and focuses on the integration of software product line engineering and agile development. It does not violate any exclusion criteria (EC1, EC3, EC4, EC5, EC6, EC7, EC9), and satisfies all inclusion criteria (IC1, IC2, IC3, IC4). The study is a primary, qualitative research from industry, examining how agile practices support software requirements management in a real-world setting."
535.0,Excluded,ec3,An initiative for a classified bibliography on TCP/IP congestion control,"During last two decades researchers, scholars and students are continuously embracing and improving \{TCP\} congestion performance both in wired and wireless networks by focusing on four modules of congestion control algorithms i.e., slow start, congestion avoidance, fast recovery, and fast retransmit, which are considered to be the integrated models for network congestion. This paper presents the creativity to collect and classify bibliography on different flavors TCP/IP congestion control during these two decades. We have extracted some core results from the bibliography provided here which are described in the form of tables and diagrams.",EXCLUDED,"The article does not address software requirements and focuses on TCP/IP congestion control in network protocols, which is outside the scope of software project requirements using agile methodologies. It violates Exclusion Criterion EC3."
360.0,Included,included,Agile customer engagement: a longitudinal qualitative case study,"In this longitudinal case study we have followed a small software product company that has turned from a waterfall-like process to evolutionary project management (Evo). The most prominent feature of the new process is the close engagement of customers. We have interviewed both internals and customers to investigate the practicalities, costs, gains and prerequisites of such a transition. We have gathered data from a period of two years covering four consecutive release projects using the new process and analyzed the material in detail. Our findings implicate that close customer engagement does give certain benefits but that it comes with a cost and needs careful attention to management.",INCLUDED,"The article addresses software project requirements in an agile context (evolutionary project management with close customer engagement), is a qualitative longitudinal case study, and focuses on a real-world software product company. It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not deal with teaching agile methods (EC6), addresses at least one agile methodology (evolutionary project management) (EC7), and answers research questions about benefits, costs, and prerequisites (EC9). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is from industry (IC2), is qualitative research (IC3), and is a primary study (IC4)."
941.0,Excluded,ec3,Component-based agile software development method,"Due to the rapid increment of software scale, complexity and function as well as the rapid development of software under the ever-changing requirements and technologies, some current development methods are not so desirable. The paper presents a new method-component-based agile software development (CBASD). CBASD is an efficient combination of component-based software development (CBSD) and agile methodology. And its feasibility has already been testified in a recent project.",INCLUDED,"The article addresses software requirements in the context of agile methodologies by proposing a component-based agile software development (CBASD) method. It does not violate any exclusion criteria: it is written in English (EC1), addresses software development requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses at least one agile methodology (implicitly through its integration with agile principles), and answers at least one research question (feasibility of the method in a real project). It meets all inclusion criteria: it addresses software project requirements using agile methodologies (IC1), is a study (academic in nature), and is a primary research study (IC4). Therefore, it is classified as INCLUDED."
2423.0,Included,included,The agile requirements refinery: Applying \{SCRUM\} principles to software product management,"Context Although agile software development methods such as \{SCRUM\} and \{DSDM\} are gaining popularity, the consequences of applying agile principles to software product management have received little attention until now. Objective In this paper, this gap is filled by the introduction of a method for the application of \{SCRUM\} principles to software product management. Method A case study research approach is employed to describe and evaluate this method. Results This has resulted in the â€˜agile requirements refineryâ€™, an extension to the \{SCRUM\} process that enables product managers to cope with complex requirements in an agile development environment. A case study is presented to illustrate how agile methods can be applied to software product management. Conclusions The experiences of the case study company are provided as a set of lessons learned that will help others to apply agile principles to their software product management process.",INCLUDED,"The article addresses software requirements in agile software development by introducing the 'agile requirements refinery' based on SCRUM principles. It is a primary study using a case study research approach, which is qualitative and meets IC1 (software requirements in agile projects), IC2 (academic study), IC3 (qualitative research), and IC4 (primary study). It does not violate any exclusion criteria: it is in English (EC1), addresses software requirements (EC3), is a complete study (not a draft or abstract) (EC4), is not a tertiary or meta-analysis (EC5), does not focus on teaching agile methods (EC6), addresses a specific agile methodology (SCRUM) (EC7), and answers the research questions (EC9). Therefore, it satisfies all inclusion criteria and does not violate any exclusion criteria."
1394.0,Excluded,ec3,How useâ€“oriented development can take place,"Usability is still a problem for software development. As the introduced software changes the use context, use qualities cannot be fully anticipated. Close co-operation between users and developers during development has been proposed as a remedy. Others fear such involvement of users as it might jeopardize planning and control. Based on the observation of an industrial project, we show how user participation and control can be achieved at the same time. The present article discusses the specific measures that allowed for co-operation between users and developers in an industrial context. It indicates measures to improve software development by focusing on use-orientation, i.e. allowing for userâ€“developer co-operation.",EXCLUDED,"The article does not address software requirements, as it focuses on user participation and usability in software development rather than requirements in software projects using agile methodologies. This violates Exclusion Criterion EC3."
1339.0,Excluded,ec4,Guest editorial: Special issue on software reliability engineering,abstract is not available,EXCLUDED,The article is a guest editorial for a special issue and does not address software requirements in agile methodologies. It fails to meet Inclusion Criterion IC1 and violates Exclusion Criterion EC5 (tertiary or meta-analysis).
1650.0,Included,included,Managing UCD within agile projects,abstract is not available,EXCLUDED,"The abstract is not available, which means the study does not meet the inclusion criterion IC9 (fails to answer at least one research question) and cannot be evaluated for its research questions or findings. Therefore, it is excluded."
2750.0,Excluded,ec3,Using Scrum to guide the execution of software process improvement in small organizations,"For software process improvement â€“ \{SPI\} â€“ there are few small organizations using models that guide the management and deployment of their improvement initiatives. This is largely because a lot of these models do not consider the special characteristics of small businesses, nor the appropriate strategies for deploying an \{SPI\} initiative in this type of organization. It should also be noted that the models which direct improvement implementation for small settings do not present an explicit process with which to organize and guide the internal work of the employees involved in the implementation of the improvement opportunities. In this paper we propose a lightweight process, which takes into account appropriate strategies for this type of organization. Our proposal, known as a â€œLightweight process to incorporate improvementsâ€�, uses the philosophy of the Scrum agile method, aiming to give detailed guidelines for supporting the management and performance of the incorporation of improvement opportunities within processes and their putting into practice in small companies. We have applied the proposed process in two small companies by means of the case study research method, and from the initial results, we have observed that it is indeed suitable for small businesses.",INCLUDED,"The article addresses software process improvement in small organizations using the Scrum agile methodology, which aligns with IC1 (software requirements in agile contexts). It is a primary study conducted through case studies (IC3: qualitative research), and it is grounded in industry settings (IC2). The study does not violate any exclusion criteria: it is in English (EC1), addresses software process improvement (not teaching agile methods, EC6), includes a specific agile methodology (Scrum, EC7), and answers a clear research question regarding the applicability of a lightweight process in small organizations (EC9). Therefore, it meets all inclusion criteria and does not violate any exclusion criteria."
